Date / Time,City,State,Shape,Duration,Summary,Posted
3/2/18 22:30,Cotopaxi,CO,Circle,<5 minutes,"These were orange balls of light in the eastern sky, that became much brighter then completely blinked out.",3/23/18
3/2/18 22:15,Colorado Springs,CO,Light,1 hour,Orange lights appear/disappear.,3/8/18
3/2/18 18:00,Colorado Springs,CO,Light,10-15 seconds,Sequence of lights.,3/8/18
3/1/18 21:15,Pueblo,CO,Changing,~5 minutes,"Multiple lights off/on, one bright light odd shape, yellow/orange, Looked like kinda burning.  ((no contact information))",3/8/18
3/1/18 21:15,Pueblo,CO,Changing,~5 minutes,"Yellow-orange arrays of lights, appearing and disappearing over Lake Minnequa, Pueblo CO, or to the West of Pueblo, south of hwy 47.",3/2/18
3/1/18 21:00,Colorado City,CO,Rectangle,30,Huge linear spot lights blinking on side of object!,3/8/18
3/1/18 00:00,Pueblo,CO,Formation,3-5 minutes,"Balls of light or fire seen just south of Pueblo, CO.",3/23/18
2/26/18 15:00,Greeley,CO,Circle,As long as it took me to ,"White ball shaped object suspended in sky 250ft up. During daylight, not moving or tethered to anything.",3/2/18
2/18/18 17:47,Fort Collins,CO,Circle,2-3 minutes,"50-60 bright white circular lights, with 10-12 evenly spaced vertically on each of 5 evenly spaced ""towers"" (variable flashing",2/22/18
2/17/18 20:56,Brighton,CO,Light,2 minutes,Me and 2 other friends noticed 2 orange lights coming towards our direction.    ((anonymous report)),2/22/18
2/17/18 19:20,Colorado Springs,CO,Circle,5 minutes,"Red lights forming circle not moving, then blinked white orb, then moved very fast east to west behind the mountain range.",2/22/18
2/13/18 20:22,Pueblo,CO,Other,5 minutes,"I saw 6 lights in a line, the last light broke off, and trailed off.  The other five lights &quot;rotated&quot; and vanished 1 by 1",2/16/18
2/13/18 20:10,Pueblo West,CO,Flash,20 minutes,"9 or 10 dark orange flashes close together  in a linear fashion, re-appearing in a different plane to do it again.",2/16/18
2/13/18 20:05,Colorado Springs,CO,Flash,<1 minute,"Date of Incident: 02/13/2018 Summary of Incident: At approximately 20:05 hours, as I was entering the parking lot to the rear of my pla",12/1/19
2/13/18 18:30,La Veta,CO,,1 minute,Unknown lights in the sky.,2/22/18
2/12/18 02:00,Trinidad (close to NM border),CO,Triangle,30 seconds,Light colored 5 light Boomerang UFO.,9/13/18
2/8/18 19:15,Aurora,CO,Egg,3 minutes,"Was parking my truck walking back to my house heading SE, noticed flashing light like orb it had to be SW.  ((anonymous report))",2/16/18
2/6/18 19:40,Loveland,CO,Other,25 minutes,Large white light shrouded in 'fog' travels slowly across sky.  ((NUFORC Note:  Space X booster venting fuel??  PD)),2/16/18
2/6/18 07:30,Basalt,CO,Light,4-5 minutes,light with tail moving slowly form westtoeast in colorado mountains,2/16/18
1/28/18 19:20,Woodland Park,CO,Circle,30 seconds,5 objects were in a 4 corner form with one in the middle came from east and disappeared to the west no sound around 20k ft,2/16/18
1/25/18 17:15,Centennial,CO,Unknown,unknown,"A lighted object seen hovering over a small airport in SE DENVER, CO, area.  ((anonymous report))",2/16/18
1/23/18 17:38,Evans,CO,Light,35+,"East of Evans, Colorado, lights hovering towards Fort Morgan.",1/25/18
1/17/18 19:10,Oak Creek,CO,Light,5 minutes,"Flash of bright white light for 3 seconds,then light went to red,hovered for 4 minutes flashing red white. Took off fast till disappear",1/18/18
1/16/18 21:00,Loveland,CO,Circle,Continuous,"I look east.  There are 3 vertical stars, that I use to see the craft.  ((NUFORC Note:  Possible sighting of stars??  PD))",1/25/18
1/16/18 19:00,Fort Collins,CO,Light,+2 hours,Color changing light.  ((NUFORC Note:  Possible 2-hour sighting of Sirius??  PD)),1/16/18
1/13/18 19:30,Coal Creek,CO,Circle,15 minutes,Unexplainable Large yellow glows of light appearing in 3's several times in 15 minutes time,2/16/18
1/7/18 18:00,Loveland,CO,Light,45 minutes,Multiple colored lights west of Loveland.,1/12/18
1/7/18 14:00,Longmont,CO,Unknown,5 minutes,Saw a weird light move quickly and oddly.,1/12/18
1/5/18 18:45,Milliken,CO,Sphere,5 minutes,"All the sudden, I see 3 spheres of of light hovering very close to what seems to be the town of Milliken Co..  ((anonymous report))",1/12/18
1/5/18 04:44,Alamosa,CO,,Not sure,"I was awoken at 4:44 am on 1/5/18, I sat up in bed and had an overwhelming sense of being watched.",1/12/18
1/4/18 04:44,Alamosa,CO,Unknown,Not sure,"I woke up with the feeling of being watched, I sat up and searched my apartment but no one was there, I then lost almost an hour of tim",1/12/18
1/2/18 19:00,Colorado City,CO,Flash,30 seconds,Disappearing rockets.  ((anonymous report)),1/12/18
1/2/18 05:00,Highlands Ranch,CO,Flash,20 seconds,Light on my yard then took off at speed of light disappearing,3/23/18
12/30/17 17:45,Parker,CO,Other,1 min or less,UFO sighting  12/30/17 over southern suburbs of Denver.,1/12/18
12/28/17 23:00,Eagle,CO,Fireball,60 seconds+,"I live in Eagle, CO. 12 miles East of Eagle-Vail airport. Eagle, CO. is 6600 ft above sea level. My living room faces N.E. and is on th",1/12/18
12/28/17 15:48,Colorado Springs,CO,Changing,10 minutes,Unusual object that seemed to change color Andrew sose,1/12/18
12/22/17 01:00,Aurora,CO,Other,Several hours,The lights always seem to make all the neighborhood dogs bark.  ((NUFORC Note:  Possible sighting of a planet??  PD)),1/14/18
12/14/17 20:30,Milliken,CO,Unknown,10 minutes,I was driving on highway 257 west into Milliken and noticed 3 VERY bright lights. They were far too bright to be airplanes.,12/21/17
12/14/17 19:55,Fort Collins,CO,Light,4-5 seconds,Very bright white light moving diagonally to ground.,12/21/17
12/14/17 19:45,Colorado Springs,CO,Unknown,5 seconds,Bright white orb like light moving at high speeds over Colorado Springs,12/21/17
12/9/17 21:50,Littleton,CO,Light,10 minutes,"String of 56 lights, flashing red and white, appearance similar to a plane however there were 56; all equidistant. ((anonymous report))",12/10/17
12/9/17 21:15,Arvada,CO,Formation,10 minutes,"Very long, perfect string of red lights evenly spaced with no sound moving slowly from east to west",12/21/17
12/9/17 21:15,Avon,CO,Formation,8+ minutes,~15 Vertical flashing red lights headed west in Colorado,12/10/17
12/9/17 21:15,Avon,CO,Formation,8+ minutes,~15 Vertical flashing red lights headed west in Colorado.,12/10/17
12/9/17 21:00,Denver,CO,Formation,30 minutes,"Denver:  String of lights, in formation, no sound.  ((anonymous report))",12/10/17
12/9/17 21:00,Colorado Springs,CO,Other,15 minutes,Strong of flashing red lights across the sky,12/10/17
12/9/17 21:00,Castle Rock,CO,Formation,2-3 minutes,I saw a long string of red lights that looked like a formation flight. But the lights were in a straight line and pointed close to a 45,12/10/17
12/9/17 21:00,Boulder,CO,Other,10:00,"8 or so red, blinking lights moving in a straight line above Boulder, CO.  ((anonymous report))",12/10/17
12/9/17 20:58,Aurora,CO,Rectangle,5 minutes,"20 red flashing lights in a rectangular formation, 60 degrees diagonal orientation in the sky, slowly moving & descending",12/10/17
12/9/17 20:55,Denver,CO,Formation,4 minutes,Red and white blinking lights in a downward line formation. Traveled from east to west maybe 25 miles then disappeared.,12/10/17
12/9/17 20:45,Castle Rock,CO,Formation,15 minutes,In line formation red lights moving slowly over central Colorado.,12/10/17
12/9/17 20:40,Denver,CO,Changing,20+minutes,My family and I first saw a circular formation of strobing red lights. We decided to stop and look and the formation changed. They star,12/10/17
12/9/17 19:30,Arvada,CO,Formation,20 minutes,I was standing outside facing W from approx. 64th and llamar.  I like to star gaze.  Out of seemingly nowhere.,12/10/17
12/2/17 01:00,Golden,CO,Light,1 second,Blue/white Orb spotted on Lookout Mountain,12/21/17
11/30/17 22:45,Lone Tree,CO,Triangle,5 minutes,It started as two green lights...like dunno 20 miles away to the S.  Just stationary...I watched it for like 5 min.((anonymous report)),12/4/17
11/26/17 18:30,Fort Collins,CO,Disk,4 minutes,"Object in sky turned lights on, while hovering in one spot.  ((anonymous report))",12/4/17
11/22/17 15:31,Pueblo,CO,Other,Seconds,Straight red line connected by 6 evenly spaced lights.,12/4/17
11/21/17 11:00,Pierce,CO,Sphere,2 hours,Dull grey spherical object  with black helicopter and military vehicles in Peirce Colorado.,11/22/17
11/19/17 12:00,Royal Gorge,CO,Oval,3 minutes,Oval reflective craft.,12/14/17
11/15/17 00:30,Delta,CO,Unknown,1 minute,"Huge low flying craft, mechanical ""whooshing"" sounds, and a unknown animal-like screech.  ((anonymous report))",11/22/17
11/13/17 17:30,Johnstown/Loveland,CO,Circle,5 hours,29 craft spotted over 5 hr period.,11/17/17
11/12/17 18:00,Broomfield,CO,Unknown,1 minute,5 lights making shapes.,11/17/17
11/12/17 17:40,Estes Park,CO,Sphere,<5 minutes,"Red object moving fast, high, hovering over mountain ridge in CO.",11/17/17
11/10/17 20:30,Eaton,CO,Other,5 minutes,White light grouping in north sky.  ((anonymous report)),11/17/17
11/8/17 20:50,Loveland,CO,Changing,20 minutes,5 glimmering stationary objects for 20 minutes and then vanished,11/9/17
11/7/17 18:00,Lakewood,CO,Light,00:05:00.00,Two bright hovering lights pulsated and grew brighter before eventually getting dimmer and disappearing. ((anonymous report)),12/10/17
11/7/17 17:15,Pueblo (Belmont),CO,Other,1 minute,The street light was green and it went black and in the sky there was a lightening electric looking light flash. ((anonymous report)),11/9/17
11/3/17 18:57,Fountain,CO,Light,Unknown,2 U.S. Army Soldiers SGT's (REDACTED) encountered a craft maneuvering in the sky at the 6 to 8 o'clock of the full moon.,11/9/17
11/3/17 11:01,Denver,CO,Disk,7 minutes,((HOAX??))  it flew across the sky super fast me and my family saw it clearly  ((anonymous report)),11/3/17
10/31/17 02:30,Denver,CO,Light,3 minutes,Pink flying object that disappeared into clouds,1/12/18
10/25/17 19:00,Fort Collins,CO,Other,several seconds,blue and green flaming disk shaped object.  ((anonymous report)),11/3/17
10/24/17 23:30,Fort Collins,CO,Circle,15 seconds,"Fast moving red lights over Fort Collins, CO.  ((anonymous report))",11/3/17
10/17/17 01:00,Denver,CO,Teardrop,1 minute,Falling star became closer to the ground by the seconds and appeared in the shape of an upside down teardrop floating above my car.,10/19/17
10/15/17 17:24,Wheat Ridge,CO,Flash,10 minutes,I was sitting near my patio door inside while playing a board game with my nephew. I notice there was a round circular obj moving.,10/19/17
10/15/17 10:00,Colorado Springs,CO,Circle,2:38,We were viewing my videos because I couldnt understand what kind of motion was making all 4 cameras record and turn on minutes apart. S,11/3/17
10/15/17 06:00,Gilcrest,CO,Unknown,5 minutes,"Yellow object, looked like a plane without wings, flying low, made a squeaking sound.",11/3/17
10/15/17 03:00,Pueblo,CO,Changing,10 minutes,"Two objects, traveling south east at extremely slow speed. One paused for several munites than began moving in formation with the other",10/19/17
10/12/17 22:00,Pueblo,CO,Chevron,8 seconds,((NUFORC Note:  No information provided by witness.  PD)),10/19/17
10/12/17 19:10,Salida,CO,Light,5 minutes,"Lights traveling across sky, disappear suddenly.",10/19/17
10/10/17 20:05,Lakewood,CO,Chevron,10 seconds,"V-shaped craft with 5-6 dim lights cruising silently over Lakewood, CO, in a southwest direction. 8pm.",10/19/17
10/10/17 20:00,Lakewood,CO,Chevron,20,Chevron shaped slow moving with chevron lights and silent,12/21/17
10/7/17 18:30,Greeley,CO,Other,20 minutes,"My friend came by my house last night, it was a clear night. Street lights were the only lights on at the time, ((anonymous report))",10/19/17
10/3/17 21:00,Gilcrest,CO,Other,5 minutes,"Not a craft, two very small dark clouds spinning around, then suddenly vanishing.",10/5/17
10/1/17 11:25,Denver,CO,Triangle,15 minutes,A cluster of whitish balls with blue chevron wings over Denver Colorado,10/5/17
9/30/17 09:00,Gilcrest,CO,Formation,15 minutes,"Three dots at high altitude, flying at high speed, one even dive-bombs the car.",10/5/17
9/29/17 13:38,Denver (Denver International Airport),CO,Sphere,15 seconds,8 Translucent Spheres w/ Cloud Texture.,10/5/17
9/23/17 19:00,Northglenn,CO,Sphere,2 minutes,Large spherical object with no light emission hovering in the sky visible during lightning flashes in background and above it..,11/3/17
9/23/17 05:00,Commerce City,CO,Sphere,1-2 minutes,Orb light .. Was Traveling 5 To 10 Times Faster Than the Comercial Airplane circular in Shape.. It was Camouflaged with the Constellati,9/28/17
9/22/17 20:30,Fort Collins,CO,Sphere,90 seconds,"Group of glowing spherical objects colored red, blue and white traveling from the north to the south",9/28/17
9/21/17 21:00,Lake City (near),CO,Light,15-20 minutes,I was backpacking in back country of Colorado and woke to an insanely bright light one night.  It made zero sense as I was miles from t,5/21/20
9/20/17 04:00,Snowmass Village,CO,Oval,10,Underside of a shallow cone like disc with spokes of lights like merry go round on its underside.,11/3/17
9/19/17 23:00,Highlands Ranch,CO,Rectangle,5 seconds,Rectangular craft was completely silent and became transparent,9/21/17
9/18/17 22:55,Superior,CO,Chevron,3 seconds,"Large, fast chevron flies directly overhead.",9/21/17
9/9/17 19:30,Parker,CO,Circle,15 seconds,"Round UFO seen, and then a strange being caught in a photo around the time of the sighting.",11/17/17
9/7/17 23:00,Denver,CO,Other,1 minute,Strange colored lights blinking and moving erratically in south Denver sky.,9/8/17
9/7/17 08:01,Aurora,CO,Disk,3 minutes,Disk Shaped Golden light moving different directions in the sky.,9/8/17
9/4/17 18:50,Denver,CO,Unknown,30 minutes,My family and I were driving home from Denver Co. and the day was really hazy because of the fires going on which turn the sun red and,9/5/17
9/4/17 00:39,Aurora,CO,Sphere,2 hours,Rainbow flashing Orb with Indigo Orbs flashing around the Main one.  ((anonymous report)),9/21/17
9/3/17 23:30,Broomfield,CO,Sphere,15 minutes,"Two bright bluish-white Orbs spotted over Broomfield, CO on the night of 03SE17, heading S,",12/21/17
9/1/17 17:42,Fort Collins,CO,Circle,20 minutes,2 white circular shapes. Stayed stationary for 15 minutes. Then glowed orange and faded away.  ((anonymous report)),9/13/18
8/30/17 05:00,Grand Junction,CO,Flash,hours,"Multiple colorful, flashing lights starting around 3 a.m. as if waiting for three solid white balls to form straight line.",9/5/17
8/27/17 20:42,Morrison,CO,Circle,5 minutes,Flashing light of different brightness and duration moving high in the sky to the south very slowly.,9/5/17
8/26/17 20:00,Westminster,CO,Light,15 minutes,"Massive cluster of tiny lights moving together over the skies of Westminster, CO.",9/5/17
8/24/17 05:00,Denver/Glendale,CO,Changing,30 minutes +,"Three lights sitting stationary in the east sky. Looks to be rapidly blinking in reds blues and greens so fast, its basically white.",8/24/17
8/21/17 12:00,Fountain,CO,Unknown,8:00,During the Eclipse I notice a craft moving across the sky east to southwest.,8/10/18
8/21/17 11:47,Colorado Springs,CO,Disk,1 minute or less,Dark anomalous object appears in a photo taken during the maximum of the partial solar eclipse,8/24/17
8/19/17 21:15,Cortez,CO,Light,1 minute,"Red glowing ball that hung in the air, switching off,  zipping off quickly upward.",8/24/17
8/17/17 21:00,Aurora,CO,Disk,10 minutes,"2 green glowing disks perform stunts over Denver, and fly off at quick speed.  ((anonymous report))",8/24/17
8/16/17 21:05,Johnstown,CO,Light,3 minutes,Observed side by side stationary red lights in western sky after dusk.,8/17/17
8/16/17 20:13,Colorado Springs,CO,Unknown,1 minute,w/ a 15 mm lens.  I saw a thing orbit the moon and emit something at the moon. It hit the moon. ((anonymous report)),3/23/18
8/14/17 21:00,Aurora,CO,Other,5 seconds,Single white crescent shaped light soundlessly moving 80 feet above me.,8/17/17
8/13/17 11:00,Palisade,CO,Circle,Hours,"Stationary white orb/circle in sky, lnvisible during the day.",8/17/17
8/12/17 22:10,Pine Grove,CO,Light,15 minutes,"At around  10:15 pm, I spotted a flash of light at about 65 degs upward and about 30 degs on the compass.",8/17/17
8/9/17 21:03,Grand Junction,CO,Light,10-13 minutes,"Two bright, white, lights traveled E, emitting beams at times.  ((anonymous report))",8/17/17
8/9/17 13:15,Rabbit Ears Pass/Steamboat springs,CO,Triangle,5 seconds,A dark grey triangle over Rabbit Ear's Pass.,8/17/17
8/6/17 00:00,Crested Butte,CO,Light,10 minutes,"Saw a light above a mountain peak, then it disappeared",6/25/20
7/29/17 22:45,Denver,CO,,"45 minutes, still going",I am seeing a bunch of white orb like lights moving in a circular motion and then spanning off in different directions as i am looking,8/4/17
7/24/17 03:50,Littleton,CO,Circle,4 minutes,Silent orb passed nearly directly overhead in the pre-dawn morning.  ((NUFORC Note:  International Space Station.  PD)),7/27/17
7/23/17 22:05,Highlands Ranch,CO,Light,20 seconds,Bright light going at high speed completely reversed direction and then disappeared.,7/27/17
7/23/17 03:10,Colorado Springs,CO,Light,5 minutes,"Bright white, (to light blue hue) pulsating circular light that would appear, then disappear, then reappear.",8/4/17
7/22/17 19:00,Grand Junction,CO,Disk,4 minutes,Mental contact made with ufo but with a negative  response,7/23/17
7/16/17 15:00,Grand Junction,CO,Disk,3 minutes,((HOAX??))  Mental contact made with ufo.,7/23/17
7/15/17 23:15,Lyons,CO,Formation,5-7 minutes,"Hundreds of ""Point-Light-like"" white lights moving through the sky with changing speed, spatial distances to each other.",7/23/17
7/8/17 23:00,Parker,CO,Circle,1 hour,"Observed reddish colored circular craft approximately 1000-1500 feet in alt., traveling N by NE at approx. 35mph. ((anon. report))",7/14/17
7/8/17 12:44,Telluride,CO,Cigar,NA,unknown object in sky seen on photo taken during hike.,7/14/17
7/7/17 21:55,Mt. Morrison,CO,Changing,14-15 minutes,We saw one round object hoovering around the antenna tower on Mt. Morrison between Interstate 70 & Rd. 74.,7/14/17
7/4/17 22:30,Denver,CO,Formation,5 minutes,5 distinct bright objects moving in and out of formation and visibility.,7/7/17
7/4/17 21:38,Denver,CO,Formation,3 minutes,Denver Light formation 7/4  of 4-5 bright lights format just after firework show began low sky and bright N of Englewood nr Denver.,7/14/17
7/4/17 21:00,Pueblo,CO,Fireball,5 minutes,"3 fireballs in the night sky of Pueblo, CO.",7/14/17
7/4/17 19:00,Denver,CO,Circle,Unknown,The sky was light. So no fireworks were visible yet.  There where two circles of light hovering above the airport in Denver.,7/7/17
7/3/17 22:00,Weld County (rural),CO,Circle,30 minutes,I suddenly see three large circular objects that were extremely bright.,7/7/17
7/1/17 16:00,Aurora,CO,Changing,60 minutes,Bright object over Aurora that changed shapes as it left.,7/7/17
6/27/17 19:45,Colorado Springs,CO,Unknown,Seconds,Sighting.,7/7/17
6/26/17 01:00,Grand Junction,CO,Light,20 minutes,Bright light or orb west of Grand Junction.  ((anonymous report)),7/7/17
6/24/17 00:30,Eaton,CO,Disk,10 seconds,Large disk with light blue lights underneath.,7/7/17
6/20/17 21:00,Denver,CO,Light,30 seconds,"Red light observed under a thundercloud, stationary for a few seconds, then went straight down and changed from red to white.",6/22/17
6/16/17 00:00,Littleton,CO,Cross,~5 minutes,"Approx. midnight.  Facing west at the foothills. Something at the top, twinkling lights down middle that gave it the look of a cross..",6/22/17
6/15/17 10:03,Denver,CO,Formation,5 minutes,I was doing a patrol of my buildings perimeter on 06/15/17 around 10:03AM. I always tend to look at the sky and today I was lucky enoug,6/15/17
6/14/17 00:30,Walsenburg,CO,Light,>30 seconds,"3 small lights that made a formation, moved separately and disappeared.  ((anonymous report))",6/22/17
6/13/17 22:30,Colorado Springs,CO,Light,3-5 minutes,"Flashing light, zig-zag pattern, quickly across the sky and back!  ((anonymous report))",6/15/17
6/13/17 03:19,Gunnison National Forest (Almost),CO,Sphere,~3 hours,Floating orbs of light—split and re-combined—circled/hovered near tent while camping,9/21/17
6/12/17 23:00,Colorado Springs,CO,Formation,03/2017-06/2017,Ok so i was living in Colorado springs CO in an apartment close to NORAD base and on that night me and my boyfriend were laying in bed,6/25/20
6/10/17 00:00,Rabbit Valley,CO,Light,3 minutes,Saw a very bright and fast solid white light moving from west to east. Stoping and going moving left and right then disappearing before,6/15/17
6/9/17 22:00,Boulder,CO,Circle,30 seconds,Slow moving bright white orb turned dull orange then into an orange pinpoint then disappeared.,6/15/17
6/9/17 21:45,Cimarron,CO,Cross,5-10 minutes,"Cross-shaped lighted UFO south of Cimarron, CO.",6/22/17
6/8/17 20:28,Colorado Springs?,CO,Unknown,unk,Cloud covered object with black parallel column from sky to the ground,8/23/19
6/7/17 16:45,Parker/Aurora,CO,Formation,5-10 minutes,"3 objects together and then separate during storm over Parker/Aurora, Colorado",6/9/17
6/2/17 22:30,Grand Junction,CO,Unknown,3 minutes,"Solid white light appears in night sky, then vanishes.  ((NUFORC Note:  Three sightings of the ISS.  PD))",6/9/17
5/31/17 10:00,Colorado Springs,CO,Unknown,30 minutes,Moving halo connected by 2 white dots in morning sky at top of Pikes Peak from stationary camera.,6/2/17
5/29/17 20:45,Colorado Springs,CO,Cigar,4 minutes,2 UFO crafts circling above me then suddenly disappeared.  ((anonymous report)),6/2/17
5/24/17 22:30,Fort Collins,CO,,45 minutes,((NUFORC Note:  Witness does not provide details of sighting.  PD)),6/2/17
5/23/17 01:00,Leadville,CO,Egg,15 seconds,"Silent, no lights, glowing gray, 8ft tall egg.",8/4/17
5/22/17 23:18,Golden,CO,Light,3 minutes,"there were two orange lights coming from over Lookout Mountain antennas. They made no sounds,  they moved towards us then stopped then",6/2/17
5/15/17 21:43,Ft. Collins,CO,Cigar,22 minutes,Craft emerged from lightening storm,5/15/17
5/14/17 03:05,Evans,CO,Triangle,30 seconds,Looked up and saw three orbs dancing as they moved silently.,5/15/17
5/13/17 19:00,Breckenridge,CO,Flash,~10-20 minutes,((NUFORC Note:  Witness provides no information; elects to remain totally anonymous.  PD)),5/15/17
5/13/17 13:43,Limon,CO,Light,,Greenish orb near the Sun.  ((NUFORC Note:  Lens flare.  PD)),6/2/17
5/12/17 18:00,Denver,CO,Rectangle,,Huge rectangular dark object flying.  Looked Like if somehow a semi truck was flying in the sky.  ((anonymous report)),5/15/17
5/11/17 04:23,Denver,CO,Triangle,Morning,They were triangles quick and never seen anything like it.  ((anonymous report)),5/11/17
5/10/17 20:15,Lyons,CO,Circle,1 minute,"Large, all green, circle landed at Heil Ranch in Lyons, CO.",7/23/17
5/3/17 15:00,Loveland,CO,Triangle,4 minutes,I seen 2 objects dancing high in the sky... they were spinning and moving in an odd way.  ((anonymous report)),5/6/17
5/3/17 02:04,Arvada,CO,Triangle,3 minutes,Triangle formation to horizontal line.,6/9/17
4/30/17 22:00,Peyton,CO,Formation,5 seconds,I notice fairly fast movement.  First thought was a meteor.  ((anonymous report)),5/6/17
4/27/17 21:00,Colorado Springs,CO,Circle,1 minute,Solid black circular object making no noise.  Only 1 light not flashing.  Very fast object.,4/28/17
4/19/17 23:29,Denver,CO,Light,1 hour,Moved slow but made quick turns staying and circling same area I have it on security camera's that record 24/7,4/20/17
4/16/17 22:00,Loveland,CO,Egg,3 minutes,"Loveland, CO, UFO red and yellow, egg-shaped object.",4/20/17
4/10/17 09:00,Colorado (southeast part),CO,Chevron,7 minutes,"Witnessed ""V"" shape craft, intercepted and escorted by jet.  ((NUFORC Note:  Possible sighting of B2 bomber??  PD))",4/13/17
4/9/17 14:05,Falcon,CO,Sphere,25 seconds,White orb stopped in midair and changed direction.,4/13/17
4/9/17 13:00,Loveland,CO,Sphere,3 minutes,3 spheres were sighted forming a triangle.  Then the spheres formed a line and vanished.,4/13/17
3/27/17 01:30,Golden,CO,Circle,30 minutes,"Blue/purple orb seen from North Table in Golden, CO.  ((anonymous report))",4/7/17
3/20/17 22:30,Peyton,CO,Circle,10 minutes,Facing southwest on Meridian Road looking out over Peterson AFB. Saw three HUGE orange orbs floating in a triangle formation. Lights pr,3/23/17
3/20/17 22:30,Colorado Springs,CO,Fireball,5 minutes,1-6 extremely bright yellow lights  mid sky facing south. 2 horizontal rows maybe 3 on each side flashing e-regularly somethimes making,3/23/17
3/20/17 22:19,Colorado Springs,CO,Fireball,3 minutes,"2-6 floating, with upword movement, yellow-orange lights outside the USAFA in Colorado Springs",4/7/17
3/15/17 20:00,Park County,CO,Chevron,30 secounds,Large Chevron Shaped Object  Slowly Passing Overhead,8/23/19
3/14/17 18:30,Denver,CO,Circle,1 hour,"Bright object over downtown (East) Denver is observed twice, then the same thing appears in the West",3/17/17
3/4/17 01:00,Englewood,CO,Disk,3-5 seconds,Seen a very brief bright light fast through the clouds. Lasted 3 to 5 seconds and was gone.,3/17/17
3/3/17 19:30,Longmont,CO,Light,>1 hour,Unusual very bright looking star with the distinctive shape of an upward pointing arrow.  ((NUFORC Note:  Venus.  PD)),3/10/17
2/27/17 19:30,Fountain,CO,Cross,1 hour,A very bright light (brighter than the stars) suspended at an altitude higher than Cheyenne Mountain below it.,3/10/17
2/25/17 18:45,Longmont,CO,Oval,5 minutes,12 orange red objects flying across Longmont in NE direction,3/10/17
2/25/17 13:15,Broomfield,CO,Teardrop,2 minutes,Horizontal gray teardrop shaped craft arced across neighborhood  just above houses,3/10/17
2/23/17 18:00,Eaton,CO,Circle,1-2 minutes,UFO and pink orb.,3/17/17
2/21/17 19:00,Nederland,CO,Fireball,unknown,"Orange fireballs, Bright, Scoping the forest.  ((anonymous report))",2/22/17
2/20/17 20:10,Parachute,CO,Oval,20,A bright light that hovered in the sky and seemed to emit different colors.  The shape seemed to change and the colors changed from gre,2/22/17
2/18/17 19:10,Colorado Springs,CO,Other,2 minutes,Taking out the trash I saw an odd shaped object flying in a circular as well as zigzag pattern with no visible lights. I wouldn’t have,2/22/17
2/17/17 18:45,Longmont,CO,Oval,5 minutes,"12 red/orange large, identical, oval objects, flying exact same speed, slowly over Longmont, CO.  ((NUFORC Note:  Lanterns?  PD))",3/10/17
2/1/17 20:00,Arvada,CO,Formation,15 minutes,We drive our car in the night when we see objects of orange and red lights in a formation in the sky . couple they move and the others,2/3/17
1/23/17 06:55,Northglenn,CO,Rectangle,5+ minutes,"As I was walking to the bus stop, looking around and enjoying my morning walk, I looked up into the sky and noticed this...black uprigh",7/7/17
1/20/17 20:50,Littleton,CO,Light,00:03,Several glowing objects flying side-by-side at low altitude making no noise.,2/22/18
1/18/17 23:30,Fort Collins,CO,Chevron,5-10 seconds,"Green lights in chevron form flying over Fort Collins, CO.",1/19/17
1/11/17 20:45,Castle Rock,CO,Sphere,~1 minute,"I saw three orb like objects appear above the roof of the first house on the street, to my right.  They were diffused whitish-blue.",1/26/17
1/8/17 03:00,Golden,CO,Unknown,2.5 hours,"Strange melodic hum, higher pitched, alternating between 2 tones and moving back and forth N and W of Golden, CO.",1/26/17
1/7/17 19:00,Denver,CO,Light,10 minutes,3 glowing orange lights.,1/12/17
1/1/17 13:50,Colorado Springs,CO,Sphere,<1 minute,White Sphere seen over mountains Colorado Springs,1/6/17
1/1/17 00:15,Longmont,CO,Circle,4 minutes,"3 dancing, glowing, red balls of light in the NE. Moving in formation, forming triangle, then moving off, blinking out. ((anon. rept.))",1/6/17
12/31/16 23:00,Northglenn,CO,Fireball,10 seconds,3 FIREBALL/ORBS FLYING TOGETHER ON NEW YEARS.,1/6/17
12/31/16 09:50,Arvada,CO,Unknown,3 seconds,Extremely fast moving silent white orbs in formation over Arvada going SW turning SSW. 9:50 pm 12/31/16,1/6/17
12/24/16 19:00,Greeley,CO,Unknown,20:00,Huge strange lights over the western part of the sky.,12/30/16
12/23/16 21:00,Mead/Thornton (between; on I-25),CO,Circle,Few minutes,A blue beam of light shining down toward Earth from an aircraft about two or three miles in the sky above. The blue beam then widened.,12/30/16
12/16/16 19:30,La Veta,CO,Light,10 minutes,A light and a cloud moving at a high rate of speed.,12/21/16
12/14/16 01:00,Berthoud,CO,Disk,3 seconds,Large glowing disk in the sky moving slowly westward then suddenly disappeared.  ((anonymous report)),12/21/16
12/11/16 18:00,Fort Collins,CO,Other,5-10 seconds,"Line of 3-4 red lights that hovered, then moved up and down twice before going black.",12/15/16
12/10/16 22:10,Delta,CO,Fireball,5 seconds,"Fast fireball going straight down near Delta, Colorado.  ((anonymous report))",12/30/16
12/10/16 21:00,Delta,CO,Fireball,6-7 minutes,"12/10/2016, Delta, CO, 7 orange/pink fireballs 6 to 7 minutes, seen by 2 people",12/15/16
